cur_brand2,pre_brand2,zone2,edu2,pro2,enroll_type2,enroll_age,age_period,open_rate,ctr,or_all,ctr_all
Abbott,Abbott Solutions,Others,High School,New Brunswick,Self Enrolled,126,Stage 1,,,0.11,0.03
Abbott,Abbott Stage1,Others,High School,Quebec,Self Enrolled,-422,Stage 0,,,0.23,0.02
MJN,MJN Stage1,MJN,High School,Quebec,Self Enrolled,-99,Stage 0,1.0,1.0,0.2,0.05
MJN,MJN Stage1,MJN,Elementary School,British Columbia,Self Enrolled,69,Stage 1,0.0,0.0,0.69,0.38
Others,Abbott Stage1,Others,High School,Prince Edward Island,CoReg,-90,Stage 0,0.0,0.0,0.08,0.0
MJN,MJN Stage1,MJN,High School,Nova Scotia,CoReg,-95,Stage 0,0.0,0.0,0.06,0.03
MJN,MJN Stage1,MJN,Elementary School,Quebec,Self Enrolled,-26,Stage 0,,,0.09,0.0
MJN,MJN Solutions,MJN,Elementary School,Ontario,Self Enrolled,7,Stage 1,1.0,0.0,0.7,0.16
MJN,MJN Solutions,MJN,High School,Nova Scotia,Self Enrolled,119,Stage 1,0.0,0.0,0.07,0.02
Abbott,Abbott Stage1,MJN,Elementary School,Nova Scotia,Self Enrolled,-226,Stage 0,,,0.58,0.0
MJN,MJN Stage1,MJN,High School,Ontario,Self Enrolled,297,Stage 2,,,0.54,0.1
Abbott,MJN Stage2,Others,Elementary School,Ontario,Self Enrolled,264,Stage 2,,,0.58,0.09
Others,Abbott Stage1,MJN,High School,Quebec,Self Enrolled,63,Stage 1,0.0,0.0,0.6,0.02
Abbott,Abbott Stage2,MJN,Elementary School,Saskatchewan,Self Enrolled,328,Stage 2,0.0,0.0,0.24,0.03
MJN,MJN Stage1,Others,Elementary School,New Brunswick,CoReg,99,Stage 1,,,0.13,0.0
MJN,MJN Stage1,MJN,Elementary School,Ontario,Self Enrolled,175,Stage 1,,,0.0,0.06
Abbott,Abbott Stage1,Others,High School,Ontario,CoReg,149,Stage 1,,,0.29,0.07
Abbott,Abbott Stage1,MJN,High School,Manitoba,Self Enrolled,548,Stage 3,,,0.54,0.06
Abbott,Abbott Stage1,Others,High School,Saskatchewan,CoReg,-66,Stage 0,1.0,0.0,0.5,0.08
Nestle,Nestle Stage 1,MJN,Elementary School,Alberta,Self Enrolled,72,Stage 1,0.5,0.0,0.06,0.0
MJN,Nestle Stage 2,Others,High School,Ontario,Self Enrolled,7,Stage 1,,,0.06,0.01
Nestle,Nestle Stage 1,Others,High School,Quebec,CoReg,94,Stage 1,,,0.88,0.0
Nestle,Nestle Stage 1,MJN,Elementary School,Alberta,Self Enrolled,-224,Stage 0,0.0,0.0,0.02,0.02
MJN,MJN Stage1,MJN,High School,Nova Scotia,Self Enrolled,46,Stage 1,0.0,0.0,0.73,0.12
Nestle,Nestle Solutions,MJN,High School,Ontario,Self Enrolled,-105,Stage 0,1.0,1.0,0.21,0.11
MJN,MJN Stage1,Others,High School,Ontario,Self Enrolled,189,Stage 2,,,0.04,0.0
Others,Abbott Stage1,Others,Elementary School,Ontario,Self Enrolled,-52,Stage 0,0.5,0.0,0.21,0.03
Nestle,MJN Stage2,Others,Elementary School,Ontario,Self Enrolled,199,Stage 2,,,0.36,0.11
MJN,Abbott Stage2,Others,High School,Ontario,Self Enrolled,128,Stage 1,0.0,0.0,0.36,0.11
MJN,MJN Stage1,MJN,Elementary School,Nova Scotia,Self Enrolled,-68,Stage 0,0.5,0.0,0.11,0.0
MJN,MJN Stage1,MJN,Elementary School,British Columbia,Self Enrolled,4,Stage 1,0.4,0.0,0.55,0.03
MJN,MJN Stage1,Others,High School,Ontario,Self Enrolled,215,Stage 2,,,0.57,0.0
MJN,MJN Stage1,MJN,High School,Manitoba,Self Enrolled,9,Stage 1,0.4,0.0,0.3,0.02
MJN,MJN Stage1,MJN,High School,Ontario,Self Enrolled,458,Stage 3,,,0.6,0.12
MJN,MJN Stage1,Others,Elementary School,Alberta,Self Enrolled,114,Stage 1,0.0,0.0,0.64,0.06
MJN,MJN Stage1,Others,High School,Ontario,Self Enrolled,14,Stage 1,,,,
MJN,MJN Stage1,MJN,Elementary School,Manitoba,Self Enrolled,202,Stage 2,,,0.61,0.04
Others,Abbott Solutions,MJN,High School,Alberta,Self Enrolled,-62,Stage 0,1.0,0.5,0.19,0.06
Abbott,Abbott Stage1,Others,High School,Quebec,CoReg,261,Stage 2,,,0.71,0.0
Nestle,MJN Stage1,MJN,High School,Ontario,CoReg,12,Stage 1,1.0,0.5,0.13,0.1
Abbott,Abbott Stage1,Others,High School,Ontario,CoReg,52,Stage 1,,,0.04,0.04
Abbott,Abbott Stage1,Others,Elementary School,Saskatchewan,CoReg,30,Stage 1,,,0.43,0.26
MJN,Nestle Stage 1,MJN,Elementary School,British Columbia,CoReg,-11,Stage 0,0.0,0.0,0.0,0.0
MJN,Abbott Specialty,MJN,High School,British Columbia,Self Enrolled,-36,Stage 0,1.0,1.0,0.52,0.17
MJN,MJN Stage1,MJN,High School,Ontario,Self Enrolled,149,Stage 1,0.0,0.0,0.13,0.0
Abbott,MJN Stage2,MJN,Elementary School,British Columbia,Self Enrolled,144,Stage 1,0.0,0.0,0.0,0.0
MJN,MJN Stage1,MJN,Others,Ontario,CoReg,92,Stage 1,,,0.76,0.12
MJN,MJN Stage1,MJN,High School,Ontario,CoReg,34,Stage 1,,,0.04,0.07
Abbott,MJN Stage1,Others,Elementary School,Quebec,Self Enrolled,361,Stage 2,,,0.33,0.0
MJN,MJN Solutions,MJN,High School,Manitoba,Self Enrolled,188,Stage 2,,,0.04,0.0
Nestle,Nestle Stage 1,MJN,High School,British Columbia,Self Enrolled,-45,Stage 0,1.0,0.0,0.32,0.0
MJN,Nestle Stage 2,MJN,High School,Ontario,Self Enrolled,135,Stage 1,,,0.63,0.07
MJN,MJN Stage1,MJN,Elementary School,Alberta,CoReg,240,Stage 2,,,0.14,0.1
MJN,MJN Stage1,Others,Elementary School,Ontario,Self Enrolled,146,Stage 1,0.0,0.0,0.73,0.04
Abbott,Nestle Stage 2,MJN,Elementary School,Alberta,CoReg,-87,Stage 0,1.0,0.0,0.56,0.08
MJN,MJN Stage1,MJN,Elementary School,British Columbia,CoReg,19,Stage 1,0.0,0.0,0.24,0.03
MJN,MJN Stage1,MJN,Elementary School,Quebec,Self Enrolled,-31,Stage 0,,,0.56,0.17
Nestle,Nestle Stage 1,Others,High School,Ontario,CoReg,-69,Stage 0,0.0,0.0,0.15,0.0
Nestle,Nestle Stage 1,MJN,High School,Ontario,Self Enrolled,-242,Stage 0,0.0,0.0,0.18,0.04
MJN,MJN Stage1,MJN,Elementary School,Quebec,Self Enrolled,247,Stage 2,,,0.5,0.17
Nestle,Nestle Stage 1,MJN,Elementary School,Ontario,Self Enrolled,56,Stage 1,0.0,0.0,0.18,0.0
MJN,MJN Stage1,MJN,High School,Alberta,Self Enrolled,218,Stage 2,,,0.26,0.0
MJN,Abbott Stage1,MJN,Elementary School,Ontario,Self Enrolled,313,Stage 2,,,0.23,0.09
Abbott,Abbott Stage1,Others,Elementary School,Prince Edward Island,Self Enrolled,109,Stage 1,0.0,0.0,0.29,0.0
Abbott,Abbott Stage1,Others,Elementary School,Quebec,CoReg,168,Stage 1,,,0.0,0.0
MJN,MJN Stage1,MJN,High School,Ontario,Self Enrolled,152,Stage 1,,,0.74,0.13
MJN,MJN Solutions,MJN,High School,Manitoba,Self Enrolled,16,Stage 1,1.0,0.0,0.33,0.03
Nestle,Nestle Stage 1,MJN,Elementary School,Ontario,Self Enrolled,448,Stage 3,,,0.29,0.14
MJN,MJN Stage1,MJN,Elementary School,Quebec,Self Enrolled,129,Stage 1,0.0,0.0,0.65,0.03
MJN,MJN Stage1,MJN,High School,Ontario,Self Enrolled,-65,Stage 0,0.4,0.0,0.59,0.05
Abbott,MJN Stage1,Others,High School,Others,Self Enrolled,415,Stage 3,,,0.53,0.2
MJN,MJN Stage1,MJN,High School,British Columbia,Self Enrolled,13,Stage 1,0.25,0.25,0.74,0.14
Abbott,Abbott Stage1,MJN,High School,Manitoba,CoReg,138,Stage 1,,,0.34,0.07
MJN,MJN Stage1,MJN,High School,Ontario,Self Enrolled,238,Stage 2,,,0.29,0.14
MJN,MJN Stage1,Others,High School,Ontario,CoReg,355,Stage 2,,,0.33,0.0
Parent's Choice,MJN Stage1,MJN,Elementary School,Ontario,Self Enrolled,343,Stage 2,,,0.06,0.0
MJN,MJN Stage1,MJN,Elementary School,Alberta,CoReg,167,Stage 1,,,0.83,0.17
MJN,MJN Stage1,MJN,High School,Quebec,CoReg,238,Stage 2,,,0.22,0.0
Parent's Choice,Abbott Stage1,Others,High School,Quebec,CoReg,304,Stage 2,,,0.27,0.07
Nestle,Nestle Stage 1,Others,Elementary School,Quebec,CoReg,46,Stage 1,,,0.08,0.0
Abbott,Abbott Stage1,Others,High School,Quebec,CoReg,381,Stage 3,,,0.25,0.13
MJN,MJN Stage2,Others,Elementary School,Quebec,CoReg,154,Stage 1,,,0.38,0.15
Nestle,Nestle Stage 1,Others,Elementary School,Quebec,CoReg,64,Stage 1,,,0.04,0.0
Nestle,Nestle Stage 1,Others,Elementary School,New Brunswick,CoReg,146,Stage 1,,,0.0,0.0
Nestle,Nestle Stage 1,Others,High School,Ontario,CoReg,187,Stage 2,,,0.86,0.14
MJN,Abbott Stage2,Others,High School,Saskatchewan,Self Enrolled,309,Stage 2,,,0.84,0.32
MJN,MJN Stage1,MJN,High School,British Columbia,CoReg,32,Stage 1,,,0.18,0.0
MJN,MJN Stage1,MJN,High School,Ontario,Self Enrolled,11,Stage 1,0.33,0.33,0.82,0.38
Others,Abbott Stage1,Others,Others,Ontario,Self Enrolled,11,Stage 1,0.25,0.0,0.16,0.05
Abbott,Abbott Stage1,Others,Elementary School,Ontario,Self Enrolled,238,Stage 2,,,0.17,0.03
Abbott,Abbott Stage1,Others,High School,Ontario,Self Enrolled,24,Stage 1,0.0,0.0,0.69,0.16
MJN,MJN Stage1,MJN,High School,Ontario,CoReg,419,Stage 3,,,0.0,0.0
MJN,MJN Solutions,MJN,Elementary School,Ontario,Self Enrolled,122,Stage 1,,,0.19,0.1
Nestle,Nestle Stage 1,Others,Elementary School,Quebec,CoReg,-36,Stage 0,1.0,0.0,0.62,0.03
Nestle,Nestle Stage 1,MJN,Others,British Columbia,CoReg,224,Stage 2,,,0.36,0.0
MJN,MJN Stage1,Others,Elementary School,Ontario,Self Enrolled,-14,Stage 0,0.2,0.0,0.4,0.01
Abbott,Abbott Stage1,MJN,Elementary School,Alberta,Self Enrolled,-1140,Stage 0,,,0.21,0.05
MJN,Kirkland Stage 1,Others,High School,Quebec,Self Enrolled,603,Stage 3,,,0.86,0.57
MJN,MJN Stage1,MJN,High School,British Columbia,Self Enrolled,146,Stage 1,,,0.53,0.33
Abbott,Abbott Stage1,Others,Elementary School,New Brunswick,Self Enrolled,37,Stage 1,0.0,0.0,0.18,0.0
MJN,MJN Stage1,Others,High School,Saskatchewan,Self Enrolled,171,Stage 1,,,0.39,0.06
MJN,MJN Stage1,MJN,High School,Ontario,Self Enrolled,-96,Stage 0,,,0.0,0.0
MJN,Nestle Stage 1,Others,Elementary School,Quebec,Self Enrolled,-11,Stage 0,,,0.74,0.09
Abbott,Abbott Stage1,Others,High School,Ontario,Self Enrolled,19,Stage 1,0.33,0.0,0.07,0.0
Abbott,Abbott Stage1,MJN,High School,Ontario,CoReg,344,Stage 2,,,0.33,0.0
MJN,MJN Stage1,MJN,Elementary School,British Columbia,Self Enrolled,-17,Stage 0,0.0,0.0,0.04,0.0
MJN,MJN Stage1,MJN,Elementary School,British Columbia,Self Enrolled,213,Stage 2,,,0.64,0.27
Abbott,Abbott Stage1,Others,Elementary School,Saskatchewan,Self Enrolled,33,Stage 1,0.0,0.0,0.23,0.05
Nestle,Nestle Stage 1,MJN,Elementary School,Ontario,CoReg,167,Stage 1,,,0.33,0.17
Nestle,Nestle Stage 1,MJN,High School,Nova Scotia,CoReg,107,Stage 1,,,0.47,0.07
MJN,MJN Stage1,Others,High School,New Brunswick,Self Enrolled,150,Stage 1,0.0,0.0,0.36,0.14
MJN,MJN Stage1,MJN,High School,Alberta,Self Enrolled,-647,Stage 0,,,0.21,0.05
Abbott,Abbott Stage1,Others,Elementary School,Ontario,CoReg,71,Stage 1,,,0.0,0.0
Parent's Choice,Parent's Choice Stage 1,Others,High School,Ontario,Self Enrolled,217,Stage 2,,,0.42,0.0
Abbott,MJN Stage1,MJN,Elementary School,Ontario,Self Enrolled,244,Stage 2,,,0.27,0.09
Nestle,Nestle Stage 1,Others,High School,Quebec,Self Enrolled,94,Stage 1,0.0,0.0,0.0,0.0
Nestle,Nestle Stage 1,MJN,High School,Ontario,CoReg,396,Stage 3,,,0.0,0.0
MJN,MJN Stage1,MJN,High School,Ontario,CoReg,258,Stage 2,,,0.0,0.0
MJN,MJN Stage1,MJN,Elementary School,Quebec,CoReg,78,Stage 1,,,0.0,0.0
Nestle,Nestle Solutions,MJN,Elementary School,Quebec,CoReg,51,Stage 1,,,0.0,0.0
Nestle,Nestle Stage 1,MJN,High School,Ontario,Self Enrolled,100,Stage 1,0.0,0.0,0.0,0.0
MJN,MJN Stage1,MJN,Elementary School,Quebec,Self Enrolled,147,Stage 1,0.0,0.0,0.35,0.12
Nestle,Nestle Stage 2,MJN,Elementary School,Ontario,Self Enrolled,-24,Stage 0,,,0.33,0.0
Abbott,Abbott Stage1,Others,Elementary School,Quebec,CoReg,141,Stage 1,,,0.0,0.0
MJN,MJN Stage1,MJN,Elementary School,Manitoba,CoReg,220,Stage 2,,,0.05,0.05
MJN,MJN Solutions,MJN,Elementary School,Quebec,Self Enrolled,136,Stage 1,0.0,0.0,0.43,0.05
Others,Abbott Stage1,Others,High School,Ontario,CoReg,233,Stage 2,,,0.0,0.0
Others,Abbott Stage1,Others,Elementary School,Saskatchewan,CoReg,167,Stage 1,,,0.06,0.0
Abbott,Abbott Solutions,Others,Elementary School,Quebec,Self Enrolled,191,Stage 2,,,0.5,0.17
MJN,MJN Stage1,MJN,High School,British Columbia,Self Enrolled,149,Stage 1,0.0,0.0,0.47,0.03
MJN,MJN Stage2,MJN,Elementary School,Ontario,Self Enrolled,239,Stage 2,,,0.04,0.04
MJN,MJN Stage1,MJN,Elementary School,Ontario,Self Enrolled,-240,Stage 0,,,0.7,0.03
